1180699	4172328	618710		Zubaki				
1180700	376700	618711		Zasintsy				
1180701	4172329	618711		Zosintsy				
1180702	7102104	618711	be	Засінцы				
1180703	7652789	618714		Zori				
1180704	7652790	618714	ru	Зори				
1180705	6995037	618715		Zenyuki				
1180706	6995038	618715	ru	Зенюки				
1180707	6995039	618715		Zonyuki				
1180708	13600975	618715	be	Zyenyuki				
1180709	13600976	618715	be	Зенюкі				
1180710	7562235	618716		Zolotva				
1180711	7562236	618716	ru	Золотва				
1180712	1744337	618717	en	Zolotukha				
1180713	1744338	618717	ru	Золотуха				
1180714	4172330	618717		Zolotukha				
1180715	7102105	618717		Zalatukha				
1180716	7102106	618717	be	Залатуха				
1180717	376701	618718		Zolotye Dno				
1180718	3234610	618718		Zolotoye Dno				
1180719	7562237	618719		Zolotovichi				
1180720	7562238	618719	ru	Золотовичи				
1180721	376702	618720		Sloboda				
1180722	4172331	618720		Zolotomino				
1180723	7319882	618720	ru	Золотомино				
1180724	1740415	618721	en	Zoloteyevo				
1180725	1740416	618721	ru	Золотеево				
1180726	4172332	618721		Zoloteyevo				
1180727	6769332	618721		Zalatsyeyeva				
1180728	6769333	618721	be	Залацеева				
1180729	13865802	618721	be	Золотеево				
1180730	376703	618722		Zolachev				
1180731	3234611	618722		Zolachevo				
1180732	7652791	618722		Zolochevo				
1180733	7652792	618722	ru	Золочево				
1180734	7652793	618722		Zolocheyevo				
1180735	376704	618723		Durichi				
1180736	2803430	618723	be	Знаменка				
1180737	4172333	618723		Znamenka				
1180738	11107349	618723	ru	Знаменка	1.0			
1180739	11107350	618723	ru	Дуричи				1.0
1180740	11261044	618723	be	Дурычы				1.0
1180741	7102107	618724		Zmeyëvka				
1180742	7102108	618724	ru	Змеёвка				
1180743	376705	618725		Khutor Sayev				
1180744	376706	618725		Zluy				
1180745	4172334	618725		Khutor Zluy				
1180746	376707	618726		Zlomnaye				
1180747	1686833	618726	en	Zlomnoye				
1180748	1686834	618726	ru	Зломное				
1180749	4172335	618726		Zlomnoye				
1180750	376708	618728		Zenoviche				
1180751	4172336	618728		Zinovichi				
1180752	6769334	618728	ru	Зиновичи				
1180753	7102109	618729		Zimovaya Buda				
1180754	7102110	618729	ru	Зимовая Буда				
1180755	7562239	618730		Zimnitsy				
1180756	7562240	618730	ru	Зимницы				
1180757	7421712	618732		Zemkovichi				
1180758	7421713	618732	ru	Земковичи				
1180759	7421714	618732		Zimkovichi				
1180760	376709	618734		Źynie				
1180761	4172337	618734		Zhyne				
1180762	7357830	618734		Zhini				
1180763	7357831	618734	ru	Жини				
1180764	13576795	618735		Zhylyuki				
1180765	13576796	618735	ru	Жилюки				
1180766	376710	618737		Żydowicze				
1180767	4172338	618737		Zhydoviche				
1180768	2803431	618738		Zhichin				
1180769	4172339	618738		Zhychin				
1180770	7102111	618738	ru	Жичин				
1180771	7319883	618739		Zhvirbli				
1180772	7319884	618739	ru	Жвирбли				
1180773	7319885	618739		Zhvirble				
1180774	7421715	618740		Zhvirbilishki				
1180775	7421716	618740	ru	Жвирблишки				
1180776	7562241	618741		Zhurzhëvo				
1180777	7562242	618741	ru	Журжёво				
1180778	1718496	618743	en	Zhurovka				
1180779	1718497	618743	ru	Журовка				
1180780	4172340	618743		Zhurovka				
1180781	7357832	618744		Prypynachny Punkt Zhurki				
1180782	7357833	618744	be	Прыпыначны Пункт Журкі				
1180783	7357834	618744		Stantsiya Zhurki				
1180784	7357835	618744		Ostanovochnyy Punkt Zhurki				
1180785	7357836	618744		Zhurki				
1180786	376711	618745		Źurychy				
1180787	4172341	618745		Zhurikhi				
1180788	7562243	618745	ru	Журихи				
1180789	376712	618746		Zhureviche				
1180790	376713	618746		Źurewicze				
1180791	4172342	618746		Zhurevichi				
1180792	7562244	618746	ru	Журевичи				
1180793	1707326	618747	en	Zhurbin				
1180794	1707327	618747	ru	Журбин				
1180795	3234612	618747		Zhurbin				
1180796	7421717	618748		Zhuravy				
1180797	7421718	618748	ru	Журавы				
1180798	7652794	618749		Zhuravy				
1180799	7652795	618749	ru	Журавы				
1180800	376714	618750		Źurawce				
1180801	4172343	618750		Zhuravtse				
1180802	7562245	618750		Zhuravtsy				
1180803	7562246	618750	ru	Журавцы				
1180804	1725644	618751	en	Zhuravok				
1180805	1725645	618751	ru	Журавок				
1180806	4172344	618751		Zhuravok				
1180807	7562247	618751	be	Журавок				
1180808	7652796	618752		Zhuravli				
1180809	7652797	618752	ru	Журавли				
1180810	7652798	618752		Zhuravlya				
1180811	376715	618753		Źurawlowo				
1180812	4172345	618753		Zhuravlëvo				
1180813	1764196	618754	en	Zhuravichi				
1180814	1764197	618754	ru	Нов.Журавичи				
1180815	4172346	618754		Zhuravichi				
1180816	7319886	618754		Zhuravichy				
1180817	7319887	618754	be	Журавічы				
1180818	7562248	618755		Zhurovets Pervyy				
1180819	7562249	618755	ru	Журовец Первый				
1180820	7562250	618755		Zhuravets				
1180821	7562251	618755		Zhuravets Pervyy				
1180822	7652799	618756		Zhuravel’				
1180823	7652800	618756	ru	Журавель				
1180824	376716	618757		Zhuravok				
1180825	4172347	618757		Zhuravek				
1180826	7102112	618757	ru	Журавок				
1180827	376717	618758		Żuprany				
1180828	1684847	618758	en	Zhuprany				
1180829	1684848	618758	ru	Жупраны				
1180830	4172348	618758		Zhuprany				
1180831	7562252	618758	be	Жупраны				
1180832	376718	618759		Zuperki				
1180833	4172349	618759		Zhuperki				
1180834	7357837	618759	ru	Жуперки				
1180835	376719	618760		Źukojnie Strackie				
1180836	376720	618760		Zhukoyni Stratske				
1180837	376721	618760		Zhukoyne Stratske				
1180838	4172350	618760		Zhukoyni				
1180839	7357838	618760	ru	Жукойни				
1180840	376722	618761		Żukojnie				
1180841	376723	618761		Zhukoyna				
